"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population Density","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","rpopden","TimeFrame","GeoVintage","Source","Location"
"Census Tract","47085130200","TN","47085130200","=""47085130200""","24.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47085130300","TN","47085130300","=""47085130300""","125.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47085130400","TN","47085130400","=""47085130400""","11.18","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47085130500","TN","47085130500","=""47085130500""","80.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47087960100","TN","47087960100","=""47087960100""","15.34","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47087960200","TN","47087960200","=""47087960200""","36.83","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47087960300","TN","47087960300","=""47087960300""","80.05","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47087960400","TN","47087960400","=""47087960400""","35.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070101","TN","47089070101","=""47089070101""","111.55","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070102","TN","47089070102","=""47089070102""","361.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070200","TN","47089070200","=""47089070200""","145.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070300","TN","47089070300","=""47089070300""","575.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070400","TN","47089070400","=""47089070400""","136.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070500","TN","47089070500","=""47089070500""","170.73","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070600","TN","47089070600","=""47089070600""","301.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070701","TN","47089070701","=""47089070701""","563.54","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070702","TN","47089070702","=""47089070702""","197.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070801","TN","47089070801","=""47089070801""","180.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070802","TN","47089070802","=""47089070802""","210.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47089070900","TN","47089070900","=""47089070900""","98.89","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47091956000","TN","47091956000","=""47091956000""","19.52","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47091956100","TN","47091956100","=""47091956100""","79.57","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47091956200","TN","47091956200","=""47091956200""","35.44","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47091956300","TN","47091956300","=""47091956300""","164.08","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47091956400","TN","47091956400","=""47091956400""","50.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093000100","TN","47093000100","=""47093000100""","4668.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093000800","TN","47093000800","=""47093000800""","4629.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093000901","TN","47093000901","=""47093000901""","7604.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093000902","TN","47093000902","=""47093000902""","5049.10","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093001400","TN","47093001400","=""47093001400""","3532.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093001500","TN","47093001500","=""47093001500""","2672.37","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093001600","TN","47093001600","=""47093001600""","4481.36","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093001700","TN","47093001700","=""47093001700""","3082.64","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093001800","TN","47093001800","=""47093001800""","2352.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093001900","TN","47093001900","=""47093001900""","1815.98","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002000","TN","47093002000","=""47093002000""","3580.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002100","TN","47093002100","=""47093002100""","855.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002200","TN","47093002200","=""47093002200""","1487.12","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002300","TN","47093002300","=""47093002300""","1784.20","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002400","TN","47093002400","=""47093002400""","2061.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002600","TN","47093002600","=""47093002600""","2166.77","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002700","TN","47093002700","=""47093002700""","2042.76","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002800","TN","47093002800","=""47093002800""","2418.87","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093002900","TN","47093002900","=""47093002900""","2277.92","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003000","TN","47093003000","=""47093003000""","2196.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003100","TN","47093003100","=""47093003100""","1152.11","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003200","TN","47093003200","=""47093003200""","2308.67","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003300","TN","47093003300","=""47093003300""","1026.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003400","TN","47093003400","=""47093003400""","1340.25","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003501","TN","47093003501","=""47093003501""","648.68","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003502","TN","47093003502","=""47093003502""","1271.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003700","TN","47093003700","=""47093003700""","2049.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003801","TN","47093003801","=""47093003801""","2275.43","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003802","TN","47093003802","=""47093003802""","1420.06","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003901","TN","47093003901","=""47093003901""","1983.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093003902","TN","47093003902","=""47093003902""","2388.00","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004000","TN","47093004000","=""47093004000""","4377.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004100","TN","47093004100","=""47093004100""","2378.50","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004200","TN","47093004200","=""47093004200""","2352.21","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004300","TN","47093004300","=""47093004300""","907.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004401","TN","47093004401","=""47093004401""","2468.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004403","TN","47093004403","=""47093004403""","2868.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004404","TN","47093004404","=""47093004404""","1888.02","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004501","TN","47093004501","=""47093004501""","2397.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004502","TN","47093004502","=""47093004502""","2977.59","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004606","TN","47093004606","=""47093004606""","2312.35","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004607","TN","47093004607","=""47093004607""","1838.72","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004608","TN","47093004608","=""47093004608""","1895.24","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004609","TN","47093004609","=""47093004609""","3329.84","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004610","TN","47093004610","=""47093004610""","3106.31","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004611","TN","47093004611","=""47093004611""","1528.48","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004612","TN","47093004612","=""47093004612""","2669.38","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004613","TN","47093004613","=""47093004613""","2542.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004614","TN","47093004614","=""47093004614""","4633.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004615","TN","47093004615","=""47093004615""","2364.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004700","TN","47093004700","=""47093004700""","2091.28","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004800","TN","47093004800","=""47093004800""","1439.70","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093004900","TN","47093004900","=""47093004900""","2157.71","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005000","TN","47093005000","=""47093005000""","2030.01","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005100","TN","47093005100","=""47093005100""","1828.13","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005202","TN","47093005202","=""47093005202""","518.95","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005203","TN","47093005203","=""47093005203""","563.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005204","TN","47093005204","=""47093005204""","318.27","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005301","TN","47093005301","=""47093005301""","359.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005302","TN","47093005302","=""47093005302""","243.49","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005401","TN","47093005401","=""47093005401""","251.62","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005402","TN","47093005402","=""47093005402""","176.80","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005501","TN","47093005501","=""47093005501""","301.46","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005502","TN","47093005502","=""47093005502""","232.07","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005602","TN","47093005602","=""47093005602""","219.82","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005603","TN","47093005603","=""47093005603""","664.97","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005604","TN","47093005604","=""47093005604""","393.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005701","TN","47093005701","=""47093005701""","594.75","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005704","TN","47093005704","=""47093005704""","2731.23","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005706","TN","47093005706","=""47093005706""","1693.60","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005707","TN","47093005707","=""47093005707""","1255.19","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005708","TN","47093005708","=""47093005708""","2411.86","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005709","TN","47093005709","=""47093005709""","2774.99","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005710","TN","47093005710","=""47093005710""","520.09","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005711","TN","47093005711","=""47093005711""","2524.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005713","TN","47093005713","=""47093005713""","3120.15","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005714","TN","47093005714","=""47093005714""","2875.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005803","TN","47093005803","=""47093005803""","1198.14","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005807","TN","47093005807","=""47093005807""","1445.91","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005808","TN","47093005808","=""47093005808""","2508.26","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005809","TN","47093005809","=""47093005809""","1761.56","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005810","TN","47093005810","=""47093005810""","1205.39","2019-2023","2022","Census","Tennessee (State)"
"Census Tract","47093005811","TN","47093005811","=""47093005811""","1074.15","2019-2023","2022","Census","Tennessee (State)"
